Names;Links;Description
Ignitarium;http://www.ignitarium.com;Silicon and embedded systems solution provider offering cutting-edge engineering solutions in IC design, system design, embedded software, multimedia, AI, mobility software and application development. The company has [integration services](https://ignitarium.com/software/robotics/) experience in ROS, ROS 2 and Autoware. Rapid robot prototyping with ROS, [Webinar recording](https://ignitarium.com/rapid-robot-prototyping-with-ros-webinar-recording/).
IKNOWHOW SA;http://www.Iknowhow.com;Provide software and services for the finance and insurance industries. Company worker works as a [ROS developer](https://www.linkedin.com/in/michalis-d-logothetis/?originalSubdomain=gr). Hiring engineers with experience in ROS ([Robotics Engineer](https://startup.jobs/robotics-engineer-ikh-2366220)).
Imandra;https://www.imandra.ai/;Specializes in cloud-scale automated reasoning. Its platform is designed to deliver governance to algorithms[^116]. Imandra ROS (see [`imandra-ros`](https://github.com/imandra-ai/imandra-ros)).
inaho;https://en.inaho.co/;Develop products and solutions that allow labour-saving and efficiency improvement in agriculture. Algorithm-agnostic computer vision message types for ROS for inaho (see [`teaminaho/vision_msgs`](https://github.com/teaminaho/vision_msgs)).
incubed IT;http://www.incubedIT.com;Offer software solutions to operate autonomous, self-navigating[^82], and co-operative mobile shuttles. ROS2 Navigation Framework and System (see [`navigation2`](https://github.com/incubedIT/navigation2)).
Indoor Robotics;https://www.indoor-robotics.com/;State-of-the-art automated security robot that combines the accuracy of sensors, visibility of cameras, the flexibility of drones, and mobility of humans. Hiring engineers with experience in ROS ([Senior Fullstack Engineer](https://www.indoor-robotics.com/careers/co/indoor-robotics/7E.634/senior-fullstack-engineer/all/)).
InDro Robotics;https://indrorobotics.ca/;Market leader for ROS-guided autonomous remotely piloted aircraft systems and mobile robotics solutions. Their software documentation used includes information on Python3, the [Robotic Operating System](https://indro-robotics-documentation.readthedocs.io/en/main/) and Gazebo simulation tool. They included guides and tutorials on how to use these software.
Inertial Labs;http://www.inertiallabs.com;Is supplies Inertial Navigation Systems, Orientation Systems, Motion Capture and Military Training Systems. ROS GNSS/INS driver for Inertial Labs positioning systems for the CARMA Platform (see [`inertiallabs_gnss_driver`](https://github.com/VT-ASIM-LAB/inertiallabs_gnss_driver))[^177].
Inertial Sense;https://inertialsense.com;Provide autonomy-as-a-service for robotics vehicles in outdoor applications. ROS node for InertialSense products (see [`inertial-sense-ros`](https://github.com/inertialsense/inertial-sense-ros))[^].
Infineon;https://www.infineon.com/cms/en/;Offer semiconductor solutions, microcontrollers, LED drivers, sensors and automotive and power management. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^141].
Innok Robotics;https://www.innok-robotics.de/en/;Make robots that assist humans in their work. Their robots facilitate the work of their customers and take dangerous work. The Innok Robotics AMR platform offers robots[^31] for indoor and outdoor jobs. ROS driver for the Innok Heros robot plattform (see [`innok_heros_driver`](https://github.com/innokrobotics/innok_heros_driver)).
Innoviz Technologies;http://www.innoviz.tech;Manufacture [LiDAR](https://innoviz.tech/applications) sensors and [perception software](https://innoviz.tech/perception-software) that enables the mass-production of autonomous vehicles. InnovizPRO control interface support ROS[^130] drivers.
InOrbit;https://www.inorbit.ai/;Offer a secure, scalable, cloud-based robot management and analytics platform that enables robotics companies and their customers to develop, deploy and operate smart robots at global scale. ROS drivers for InOrbit (see [`inorbit-ai`](https://github.com/inorbit-ai)). An update to InOrbit's [ROS 2](https://www.inorbit.ai/ros-2-update) support
\uc0\u304 novasyon M\'fchendislik;https://www.inovasyonmuhendislik.com/en;Company conducts R&D projects on indoor and outdoor positioning systems, intelligent vehicles, robotics and machine learning. The evarobot is a mobile robot platform. The evarobot software system is written entirely in ROS (see [`evarobot`](https://github.com/inomuh/evarobot)).
Intel;https://www.intel.com/content/www/us/en/homepage.html;Silicon vendor. Create a robotics development environment for autonomous devices, which includes the ROS2 core as well as capability packages such as perception, planning, and control driver. Intel ROS Project to enable the object detection, 2D location, 3D location and tracking with GPU and Intel RealSense camera under ROS framework (see [`intel`](https://github.com/intel))[^95].
Intermodalics;http://www.intermodalics.eu;Employs experts in the development of mathematical software and robotics. The business offers support for software for robot communication and control, artificial intelligence, and 2D and 3D machine vision. ROS drivers for Intermodalics (see [`Intermodalics`](https://github.com/Intermodalics)).
Intrinsic;https://intrinsic.ai/;Robotics software and AI company at Alphabet (Google). Make industrial robotics accessible and usable for millions more businesses, entrepreneurs, and developers through AI and [ROS](https://www.therobotreport.com/intrinsic-acquires-ros-maker-open-source-robotics-corp/).
IR4 PTY LTD;http://www.ir4.com.au;Provide technology solutions and consulting services to a variety of industries, including healthcare, financial services, and government. Hiring ROS engineers ([Robotics / Mechatronics Engineer](https://au.joblum.com/job/robotics-mechatronics-engineer/2486936)).
iRobot;https://www.irobot.com/;Design and builds consumer robots, include mapping and navigation systems. Launched educational robot platform that support for ROS 2 [^94]
Iron Ox;https://ironox.com/;Use robots and artificial intelligence to control plantations. With ROS interface they control LEDS, vision cameras and Cartographer, is a system that provides real-time simultaneous localization and mapping (SLAM) in 2D and 3D across multiple platforms and sensor configurations. ROS drivers for Iron Ox (see [`iron-ox`](https://github.com/iron-ox))[^93].
ISID;https://www.isid.co.jp/;Is an IT service management company that provides private computer time-sharing service. Sponsor of the [ROScon](https://roscon.ros.org/jp/2019/) JP 2019. ROSCon is a developers conference [^166].
Islington Robotica;https://www.islingtonrobotica.com/;Build semi-autonomous machinery to serve the people and their industries� Mission is to build beautiful and intuitive semi autonomous machinery to serve the people and their needs. We want to create harmony between humans and humanoid technology to create a world that works. Hiring ROS engineers ([ROS Developer](https://www.owcareers.com/ros-developer-jobs-in-islington-robotica-united-states/3031151)).
IVEX;http://www.ivex.ai;Develop safety co-pilot for autonomous cars. The company offers a cloud-based [platform](https://www.ivex.ai/products/safety-analytics-platform) for developers to get information about their system. ROS drivers (see [`IVEX-AI`](https://github.com/IVEX-AI)).
iXblue;http://www.ixblue.com;Offer advanced navigation, photonics and maritime autonomy solutions. ROS driver for iXblue inertial sensors supporting StdBin protocol (see [`ixblue_ins_stdbin_driver`](https://github.com/ixblue/ixblue_ins_stdbin_driver)).
i3D robotics;http://www.i3drobotics.com/;Develop 3D stereo vision technology to be used in machine vision applications. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for i3D robotics (see [`i3drobotics/vision_opencv`](https://github.com/i3drobotics/vision_opencv)).
i-KINGTEC;https://ikingtec.com/;Develop intelligent industrial drone and UAV systems. Hiring ROS engineers ([ROS R&D Engineer](https://ikingtec.com/en/recruit/)).
Jetbrain Robotics;https://jetbrain.ai;Develop advanced robotic transportation solutions for multi speciality hospitals. Hiring ROS engineers ([Robot Software Developer](https://angel.co/company/jetbrain-robotics/jobs/1531460-robot-software-developer)).
John Deere;https://www.deere.com/en/index.html;Manufacture agricultural, construction, and forestry machinery, diesel engines, drivetrains used in heavy equipment, and lawn care equipment. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^142].
Johnson & Johnson;https://www.jnj.com/;Develop medical devices, pharmaceuticals and consumer packaged goods. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^143].
Jungheinrich PROFISHOP AG & Co. KG;http://www.jh-profishop.de/;Provide material handling and warehouse technology solutions. The company offers a wide range of products, including forklifts, pallet trucks, stackers, and reach trucks, as well as automated storage and retrieval systems. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
